   name   params aux1 aux2    stage/arc    chunk/index
SW_HIT0 00F0FFE0 0000 00FF in K_Test2/Room0 ACTR/Layer7/013
SW_HIT0 0140FFE3 8000 00FF in K_Test2/Room0 ACTR/Layer7/014
  lwood FFFFFFFF 0000 0000 in K_Test2/Room0 ACTR/Layer7/015
SW_HIT0 0190FF01 0000 00FF in K_Test2/Room0 ACTR/Layer7/016
SW_HIT0 01E0FF05 0000 00FF in K_Test2/Room0 ACTR/Layer7/017
SW_HIT0 0230FF0C 0000 00FF in K_Test2/Room0 ACTR/Layer7/018
 Ypit00 FFFFFF00 0000 0000 in K_Test2/Room0 ACTR/Layer7/019
  Otble 00000000 0000 0000 in K_Test2/Room0 ACTR/Layer7/01A
 OtbleL 00000001 0000 0000 in K_Test2/Room0 ACTR/Layer7/01B
 Ostool 747FFF3F 0000 00FF in K_Test2/Room0 ACTR/Layer7/01C
 Warpnt 000FF001 FF14 0000 in K_Test2/Room0 ACTR/Layer7/01D
  Warpt 000FF010 FF14 0000 in K_Test2/Room0 ACTR/Layer7/01E
 OtbleL 00000001 0000 0000 in K_Test2/Room0 ACTR/Layer7/01F
   item 03FF3502 0000 0000 in K_Test2/Room0 ACTR/Layer7/020
  jbaba FFFFFFFF 0000 0000 in K_Test2/Room0 ACTR/Layer7/021
   Fire 00F1F108 0000 0000 in K_Test2/Room0 ACTR/Layer7/022
WindTag FF00FF00 0000 00FF in K_Test2/Room0 ACTR/Layer7/023
 Hhbot1 02000800 0000 0000 in K_Test2/Room0 ACTR/Layer7/024
 Hhbot1 02000900 0000 0000 in K_Test2/Room0 ACTR/Layer7/025
  Mcube 0F0FFF00 0000 0000 in K_Test2/Room0 ACTR/Layer7/026
  Mcyln 0F0FFF01 0000 0000 in K_Test2/Room0 ACTR/Layer7/027
  jbaba FFFFFFFF 0000 0000 in K_Test2/Room0 ACTR/Layer7/028
  jbaba FFFFFFFF 0000 0000 in K_Test2/Room0 ACTR/Layer7/029
  jbaba FFFFFFFF 0000 0000 in K_Test2/Room0 ACTR/Layer7/02A
  jbaba FFFFFFFF 0000 0000 in K_Test2/Room0 ACTR/Layer7/02B
  jbaba FFFFFFFF 0000 0000 in K_Test2/Room0 ACTR/Layer7/02C
  jbaba FFFFFFFF 0000 0000 in K_Test2/Room0 ACTR/Layer7/02D
ootubo1 717FC33F 0000 00FF in K_Test2/Room0 ACTR/Layer7/02E
itemDek 00000000 0000 0000 in K_Test2/Room0 ACTR/Layer7/02F
 KbotaC 420002FF 0000 00FF in K_Test2/Room0 ACTR/Layer7/030
 LTagR0 00630402 0000 0000 in K_Test2/Room0 ACTR/Layer7/031
MhmrSW0 000362FF 0000 0000 in K_Test2/Room0 ACTR/Layer7/032
     Ss 61000000 0000 0000 in K_Test2/Room0 ACTR/Layer7/033
     Ss 60000000 0000 0000 in K_Test2/Room0 ACTR/Layer7/034
 LTagR0 005F0402 0000 0000 in K_Test2/Room0 ACTR/Layer7/035
 SWtact 0000FF5E 0000 0000 in K_Test2/Room0 SCOB/000
  TagEv FFFF32FF 0000 FFFF in K_Test2/Room0 SCOB/Layer7/000
  frock 00000000 0000 0000 in K_Test2/Room0 SCOB/Layer7/001
  LTag1 00FFFFFD 0000 0000 in K_Test2/Room0 SCOB/Layer7/002
  TagEv FFFF32FF 0000 FFFF in K_Test3/Stage SCOB/000
    Ym1 000000FF 0000 0000 in K_Test3/Room0 ACTR/000
    P1a 00000000 0000 0000 in K_Test3/Room0 ACTR/001
    Aj1 0000FF01 0000 0000 in K_Test3/Room0 ACTR/002
    P2a 0003FFFC 0000 0000 in K_Test3/Room0 ACTR/003
    Ls1 000000FF 0000 0000 in K_Test3/Room0 ACTR/004
    Ko1 000000FF 0000 0000 in K_Test3/Room0 ACTR/005
speakun FFFFFFFF 0000 0000 in K_Test3/Room0 ACTR/006
    Yw1 000000FF 0000 0000 in K_Test3/Room0 ACTR/007
    Ji1 FFFFFFFF 0000 0000 in K_Test3/Room0 ACTR/008
 koisi1 707FFF3F 0000 0000 in K_Test3/Room0 ACTR/009
 Kamome FFFFFF04 0000 0000 in K_Test3/Room0 ACTR/00A
    Zl1 000000FF 0000 0000 in K_Test3/Room0 ACTR/00B
    Cb1 FFFFFFFF 0000 0000 in K_Test3/Room0 ACTR/00C
    Ba1 000000FF 0000 0000 in K_Test3/Room0 ACTR/00D
    Bj1 00FF00FF 0000 0000 in K_Test3/Room0 ACTR/00E
    Bj2 00FF00FF 0000 0000 in K_Test3/Room0 ACTR/00F
    P2b 0003FFFD 0000 0000 in K_Test3/Room0 ACTR/010
    P2c 0003FFFE 0000 0000 in K_Test3/Room0 ACTR/011
    Bj3 00FF00FF 0000 0000 in K_Test3/Room0 ACTR/012
    Bj4 00FF00FF 0000 0000 in K_Test3/Room0 ACTR/013
    Bj5 00FF00FF 0000 0000 in K_Test3/Room0 ACTR/014
    Bj6 00FF00FF 0000 0000 in K_Test3/Room0 ACTR/015
    Bj7 00FF00FF 0000 0000 in K_Test3/Room0 ACTR/016
    Bj8 00FF00FF 0000 0000 in K_Test3/Room0 ACTR/017
    Bj9 00FF00FF 0000 0000 in K_Test3/Room0 ACTR/018
    Bm2 00FF00FF 0000 0000 in K_Test3/Room0 ACTR/019
    Ym2 00000000 0000 0000 in K_Test3/Room0 ACTR/01A
    Ym2 00000001 0000 0000 in K_Test3/Room0 ACTR/01B
  p_hat 00FFFF00 0000 0000 in K_Test4/Room0 ACTR/000
  p_hat 00040400 0000 0000 in K_Test4/Room0 ACTR/001
  p_hat 00FFFF00 0000 0000 in K_Test4/Room0 ACTR/002
  p_hat 00FFFF00 0000 0000 in K_Test4/Room0 ACTR/003
  p_hat 00FFFF00 0000 0000 in K_Test4/Room0 ACTR/004
  p_hat 00FFFF00 0000 0000 in K_Test4/Room0 ACTR/005
c_green FFFF0000 0000 00FF in K_Test4/Room0 ACTR/006
 c_blue FFFF0200 0000 00FF in K_Test4/Room0 ACTR/007
  c_red FFFF0100 0000 00FF in K_Test4/Room0 ACTR/008
c_black FFFF0300 0000 00FF in K_Test4/Room0 ACTR/009
 TestPo FFFFFFFF 0000 0000 in K_Test4/Room0 ACTR/00A
 TestPo FFFFFFFF 0000 0000 in K_Test4/Room0 ACTR/00B
 kuro_t 00000A01 4000 0000 in K_Test4/Room0 ACTR/00C
 kuro_t 00000A01 0000 0000 in K_Test4/Room0 ACTR/00D
  bable FFFFFF00 0000 0000 in K_Test4/Room0 ACTR/00E
  bable FFFFFF01 0000 0000 in K_Test4/Room0 ACTR/00F
   Stal FFFFFFFF 0000 00FF in K_Test4/Room0 ACTR/010
   Stal FFFFFFFF 0000 00FF in K_Test4/Room0 ACTR/011
takara5 FF417000 0000 15FF in K_Test5/Stage TRES/000
    Hys 00000018 0000 0000 in K_Test5/Room0 ACTR/000
 Ospbox 00000001 0000 0000 in K_Test5/Room0 ACTR/001
 Ospbox 0000013F 0000 0000 in K_Test5/Room0 ACTR/002
 Ospbox 0000023F 0000 0000 in K_Test5/Room0 ACTR/003
 Ospbox 0000033F 0000 0000 in K_Test5/Room0 ACTR/004
  Kkiba 007FFF3F 0000 FFFF in K_Test5/Room0 ACTR/005
  Kkiba 007FFF3F 0000 FFFF in K_Test5/Room0 ACTR/006
 Kryu00 00000007 0000 0000 in K_Test5/Room0 ACTR/007
 Kryu00 00000000 0000 0000 in K_Test5/Room0 ACTR/008
 Kryu00 00000001 0000 0000 in K_Test5/Room0 ACTR/009
  Ksaku 00FFFF00 0000 0000 in K_Test5/Room0 ACTR/00A
  Ksaku 00FFFF01 0000 0000 in K_Test5/Room0 ACTR/00B
  Dsaku 00FFFF11 0000 0000 in K_Test5/Room0 ACTR/00C
  Hmlif 0003011A 0000 0000 in K_Test5/Room0 ACTR/00D
  Mhsg6 00000000 0000 0000 in K_Test5/Room0 ACTR/00E
  Mhsg9 00000101 0000 0000 in K_Test5/Room0 ACTR/00F
 Mhsg12 00000202 0000 0000 in K_Test5/Room0 ACTR/010
 Mhsg15 00000303 0000 0000 in K_Test5/Room0 ACTR/011
 Hseki6 0000FF01 0000 0000 in K_Test5/Room0 ACTR/012
 Hseki2 8800FF00 0000 FFFF in K_Test5/Room0 ACTR/013
 Hseki7 8900FF00 0000 FFFF in K_Test5/Room0 ACTR/014
Pitfall 00FFFF00 0000 0000 in K_Test5/Room0 ACTR/015
Pitfall 00FFFF00 0000 0000 in K_Test5/Room0 ACTR/016
MtoriSU 00000000 0000 0000 in K_Test5/Room0 ACTR/017
MtoriSU 00000000 0000 0000 in K_Test5/Room0 ACTR/018
  Blift 00000000 0000 0000 in K_Test5/Room0 ACTR/019
  Sitem FFFF0000 4000 0000 in K_Test5/Room0 ACTR/01A
  Sitem FFFF0101 4000 0000 in K_Test5/Room0 ACTR/01B
  Sitem FFFF0202 4000 0000 in K_Test5/Room0 ACTR/01C
  Sitem FFFF0300 4000 0000 in K_Test5/Room0 ACTR/01D
Kbota_B 01001AFF 0000 0000 in K_Test5/Room0 ACTR/01E
Kbota_A 000000FF 0000 0000 in K_Test5/Room0 ACTR/01F
Kbota_A 000001FF 0000 0000 in K_Test5/Room0 ACTR/020
Kbota_A 000002FF 0000 0000 in K_Test5/Room0 ACTR/021
Kbota_A 000003FF 0000 0000 in K_Test5/Room0 ACTR/022
   Wall 00000204 0000 0000 in K_Test5/Room0 ACTR/023
ootubo1 717F3F26 0000 00FF in K_Test5/Room0 ACTR/024
ootubo1 717F3F27 0000 00FF in K_Test5/Room0 ACTR/025
ootubo1 717F3F28 0000 00FF in K_Test5/Room0 ACTR/026
ootubo1 717F3F29 0000 00FF in K_Test5/Room0 ACTR/027
ootubo1 717F3F2A 0000 00FF in K_Test5/Room0 ACTR/028
ootubo1 717F3F2B 0000 00FF in K_Test5/Room0 ACTR/029
ootubo1 717F3F2C 0000 00FF in K_Test5/Room0 ACTR/02A
ootubo1 717F3F2D 0000 00FF in K_Test5/Room0 ACTR/02B
ootubo1 717F3F2E 0000 00FF in K_Test5/Room0 ACTR/02C
ootubo1 717F3F2F 0000 00FF in K_Test5/Room0 ACTR/02D
ootubo1 717F3F30 0000 00FF in K_Test5/Room0 ACTR/02E
ootubo1 717F3F31 0000 00FF in K_Test5/Room0 ACTR/02F
  Kmtub 727F3F3F 0000 00FF in K_Test5/Room0 ACTR/030
  Kmtub 727F3F3F 0000 00FF in K_Test5/Room0 ACTR/031
  Hmos1 000000FF 0000 0000 in K_Test5/Room0 ACTR/032
  Hmos1 000000FF 0000 0000 in K_Test5/Room0 ACTR/033
  Hmos2 1000FFFF 0000 0000 in K_Test5/Room0 ACTR/034
  Hmos2 1000FFFF 0000 0000 in K_Test5/Room0 ACTR/035
   Hys2 00000119 0000 0000 in K_Test5/Room0 ACTR/036
AND_SW0 17FFFF02 00FF FFFF in K_Test5/Room0 ACTR/037
BFlower 00000001 0000 0000 in K_Test5/Room0 ACTR/038
BFlower 00000000 0000 0000 in K_Test5/Room0 ACTR/039
   item 000F0001 0000 0000 in K_Test5/Room0 ACTR/03A
  Kmi02 7D7F3F00 0000 00FF in K_Test5/Room0 ACTR/03B
  Kmi02 7D7F3F01 0000 00FF in K_Test5/Room0 ACTR/03C
  Kmi02 7D7F3F02 0000 00FF in K_Test5/Room0 ACTR/03D
  Kmi02 7D7F3F03 0000 00FF in K_Test5/Room0 ACTR/03E
   SYAN FFFFFFFF 0000 0000 in K_Test5/Room0 ACTR/03F
   SYAN FFFFFF00 0000 0000 in K_Test5/Room0 ACTR/040
     kt FFFFFFFF 0000 0000 in K_Test5/Room0 ACTR/041
     kt FFFFFFFF 0000 0000 in K_Test5/Room0 ACTR/042
  Hmos3 20030005 0000 0000 in K_Test5/Room0 ACTR/043
Kbota_B 010005FF 0000 0000 in K_Test5/Room0 ACTR/044
    Pf1 000000FF 0000 0000 in K_Test6/Room0 ACTR/000
    Bm2 00FFFFFF 0000 0000 in K_Test6/Room0 ACTR/001
    Ym2 00000000 0000 0000 in K_Test6/Room0 ACTR/002
    Ym2 00000001 0000 0000 in K_Test6/Room0 ACTR/003
    Gp1 FFFFFFFF 0000 0000 in K_Test6/Room0 ACTR/004
    Kf1 00FFFFFF 0000 0000 in K_Test6/Room0 ACTR/005
    Km1 FFFFFFFF 0000 0000 in K_Test6/Room0 ACTR/006
    Kk1 0001FFFF 0000 0000 in K_Test6/Room0 ACTR/007
    Pm1 FFFFFFFF 0000 0000 in K_Test6/Room0 ACTR/008
    Kp1 FFFFFFFF 0000 0000 in K_Test6/Room0 ACTR/009
    Md1 00FFFF00 0000 0000 in K_Test6/Room0 ACTR/00A
     Mk 00000201 0000 0000 in K_Test6/Room0 ACTR/00B
    Co1 FFFFFFFF 0000 0000 in K_Test6/Room0 ACTR/00C
    Zl1 00000005 0000 0000 in K_Test6/Room0 ACTR/00D
    Zk1 FFFFFFFF 0000 0000 in K_Test6/Room0 ACTR/00E
    Gk1 000003FF 0000 0000 in K_Test6/Room0 ACTR/00F
     Hr 00FFFF00 0000 0000 in K_Test6/Room0 ACTR/010
    Hr2 00FFFF01 0000 0000 in K_Test6/Room0 ACTR/011
     Ho 000000FF 0000 0000 in K_Test6/Room0 ACTR/012
 RotenA 00FF00FF 0000 0000 in K_Test6/Room0 ACTR/013
 RotenB 01FF00FF 0000 0000 in K_Test6/Room0 ACTR/014
 RotenC 02FF00FF 0000 0000 in K_Test6/Room0 ACTR/015
     Bk FFFFFF5F 001F 00FF in K_Test8/Room0 ACTR/000
     Bk FFFFFF3F 001F 00FF in K_Test8/Room0 ACTR/001
 Fkeeth 00FF8000 0000 00FF in K_Test8/Room0 ACTR/002
  keeth 01FF0080 0000 00FF in K_Test8/Room0 ACTR/003
     Bb FFFFFFFF 0000 00FF in K_Test8/Room0 ACTR/004
     Bb FFFFFFFF 0000 00FF in K_Test8/Room0 ACTR/005
magtail FFFFFFFF 0000 00FF in K_Test8/Room0 ACTR/006
  bbaba FFFF00FF 0000 0000 in K_Test8/Room0 ACTR/007
  bbaba FFFF01FF 0000 0000 in K_Test8/Room0 ACTR/008
 Fkeeth 00FF8000 0000 00FF in K_Test8/Room0 ACTR/009
 Fkeeth 00FF8000 0000 00FF in K_Test8/Room0 ACTR/00A
 Fkeeth 00FF8000 0000 00FF in K_Test8/Room0 ACTR/00B
 Fkeeth 00FF8000 0000 00FF in K_Test8/Room0 ACTR/00C
 Fkeeth 00FF8000 0000 00FF in K_Test8/Room0 ACTR/00D
 Fkeeth 00FF8000 0000 00FF in K_Test8/Room0 ACTR/00E
 Fkeeth 00FF8000 0000 00FF in K_Test8/Room0 ACTR/00F
 Fkeeth 00FF8000 0000 00FF in K_Test8/Room0 ACTR/010
SW_HIT0 0FF0FF00 0000 00FF in K_Test8/Room0 ACTR/011
  keeth 01FF0080 0000 00FF in K_Test8/Room0 ACTR/012
  keeth 01FF0080 0000 00FF in K_Test8/Room0 ACTR/013
  keeth 01FF0080 0000 00FF in K_Test8/Room0 ACTR/014
  keeth 01FF0080 0000 00FF in K_Test8/Room0 ACTR/015
  keeth 01FF0080 0000 00FF in K_Test8/Room0 ACTR/016
SW_HIT0 0FF0FF01 0000 00FF in K_Test8/Room0 ACTR/017
 Fkeeth 00FF8000 0000 00FF in K_Test8/Room0 ACTR/018
 Fkeeth 00FF8000 0000 00FF in K_Test8/Room0 ACTR/019
 Fkeeth 00FF8000 0000 00FF in K_Test8/Room0 ACTR/01A
 Fkeeth 00FF8000 0000 00FF in K_Test8/Room0 ACTR/01B
 Fkeeth 00FF8000 0000 00FF in K_Test8/Room0 ACTR/01C
  keeth 01FF0080 0000 00FF in K_Test8/Room0 ACTR/01D
  keeth 01FF0080 0000 00FF in K_Test8/Room0 ACTR/01E
  keeth 01FF0080 0000 00FF in K_Test8/Room0 ACTR/01F
  keeth 01FF0080 0000 00FF in K_Test8/Room0 ACTR/020
  keeth 01FF0080 0000 00FF in K_Test8/Room0 ACTR/021
  keeth 01FF0080 0000 00FF in K_Test8/Room0 ACTR/022
  keeth 01FF0080 0000 00FF in K_Test8/Room0 ACTR/023
  keeth 01FF0080 0000 00FF in K_Test8/Room0 ACTR/024
  keeth 01FF0080 0000 00FF in K_Test8/Room0 ACTR/025
 kuro_t 00001401 0000 0000 in K_Test8/Room0 ACTR/026
   amos FFFFFFFF 0000 0000 in K_Test8/Room0 ACTR/027
   amos FFFFFFFF 0000 0000 in K_Test8/Room0 ACTR/028
MKanok2 00000255 0000 0000 in K_Test8/Room0 ACTR/029
MKanoke 00000354 0000 0000 in K_Test8/Room0 ACTR/02A
 Rdead1 02FF00FE 0000 00FF in K_Test8/Room0 ACTR/02B
  bable FFFF0300 0000 00FF in K_Test8/Room0 ACTR/02C
SW_HIT0 0FFFFF04 0000 00FF in K_Test8/Room0 ACTR/02D
   item 0304FF01 0000 0000 in K_Test8/Room0 ACTR/02E
   item 0304FF02 0000 0000 in K_Test8/Room0 ACTR/02F
   item 0304FF03 0000 0000 in K_Test8/Room0 ACTR/030
takara5 FF402000 0000 15FF in K_Test9/Stage TRES/000
 Hhbot1 02000000 0000 0000 in K_Test9/Room0 ACTR/000
  Hsen1 00000000 0000 0000 in K_Test9/Room0 ACTR/001
  Hsen2 00000100 0000 0000 in K_Test9/Room0 ACTR/002
  Olift FFFFFFFF 0000 0000 in K_Test9/Room0 ACTR/003
  Ylsic 000FF000 0000 0000 in K_Test9/Room0 ACTR/004
  Ylsic 000FFFF0 0000 0000 in K_Test9/Room0 ACTR/005
 Hpbot1 00000001 0000 0000 in K_Test9/Room0 ACTR/006
  HamiY 00000101 0000 0000 in K_Test9/Room0 ACTR/007
   Mmrr 8A00FF00 0000 FFFF in K_Test9/Room0 ACTR/008
  MsuSW 00000002 0000 0000 in K_Test9/Room0 ACTR/009
 CrTrS3 00FF0501 0000 0000 in K_Test9/Room0 ACTR/00A
 CrTrS4 00FF0602 0000 0000 in K_Test9/Room0 ACTR/00B
 CrTrS5 00FF0703 0000 0000 in K_Test9/Room0 ACTR/00C
 CrTrM1 00FF0804 0000 0000 in K_Test9/Room0 ACTR/00D
 Hseki3 00000502 0000 0000 in K_Test9/Room0 ACTR/00E
 Hseki5 00000704 0000 0000 in K_Test9/Room0 ACTR/00F
 Hseki4 00000603 0000 0000 in K_Test9/Room0 ACTR/010
  Hmon1 00000805 0000 0000 in K_Test9/Room0 ACTR/011
  Yllic 000FF011 0000 0000 in K_Test9/Room0 ACTR/012
  Yllic 000FFFF1 0000 0000 in K_Test9/Room0 ACTR/013
  Ylkic 000FF022 0000 0000 in K_Test9/Room0 ACTR/014
  Ylkic 000FFFF2 0000 0000 in K_Test9/Room0 ACTR/015
   Fdai FFFFFFFF 0000 0000 in K_Test9/Room0 ACTR/016
Hfbot1A 00000900 0000 0000 in K_Test9/Room0 ACTR/017
Hfbot1B 00000A01 0000 0000 in K_Test9/Room0 ACTR/018
BFlower 00000001 4000 0000 in K_Test9/Room0 ACTR/019
BFlower 00000001 8000 0000 in K_Test9/Room0 ACTR/01A
 CrTrM2 00FF0B05 0000 0000 in K_Test9/Room0 ACTR/01B
  Hmon2 00000B06 0000 0000 in K_Test9/Room0 ACTR/01C
Hhbot1N 03000C00 0000 0000 in K_Test9/Room0 ACTR/01D
  Hsen1 0000000C C000 0000 in K_Test9/Room0 ACTR/01E
  Hsen2 0000010C C000 0000 in K_Test9/Room0 ACTR/01F
ObjTime 000C0014 0000 0000 in K_Test9/Room0 ACTR/020
ootubo1 717F3F16 0000 00FF in K_Test9/Room0 ACTR/021
 Sfairy 00000000 0000 0000 in K_Test9/Room0 ACTR/022
 Sfairy 00000000 0000 0000 in K_Test9/Room0 ACTR/023
 Sfairy 00000000 0000 0000 in K_Test9/Room0 ACTR/024
 Sfairy 00000000 0000 0000 in K_Test9/Room0 ACTR/025
 Sfairy 00000000 0000 0000 in K_Test9/Room0 ACTR/026
Hfbot1C 000D0F02 0000 0000 in K_Test9/Room0 ACTR/027
Hfbot1C 000D0E02 0000 0000 in K_Test9/Room0 ACTR/028
AND_SW0 0DFF0002 00FF FFFF in K_Test9/Room0 ACTR/029
 kotubo 707F3F3F 0000 00FF in K_Test9/Room0 ACTR/02A
  Plant FFFFFFFF 0000 0000 in K_Test9/Room0 ACTR/02B
MKanoke 0000FF7E 0000 0000 in K_Test9/Room0 ACTR/02C
 MkieBA 00FF00FF 0000 0000 in K_Test9/Room0 ACTR/02D
 MkieBB 8B00FF00 00FF FFFF in K_Test9/Room0 ACTR/02E
MKanok2 0000FF7F 0000 0000 in K_Test9/Room0 ACTR/02F
  MkieK 00000010 0000 0000 in K_Test9/Room0 ACTR/030
  Table FFFFFFFF 0000 0000 in K_Test9/Room0 ACTR/031
Cafelmp FFFFFFFF 0000 0000 in K_Test9/Room0 ACTR/032
  MknjD 00010011 0000 0000 in K_Test9/Room0 ACTR/033
Kbota_A 000011FF 0000 0000 in K_Test9/Room0 ACTR/034
   item 000FFF3D 0000 0000 in K_Test9/Room0 ACTR/035
  MkieK 00000010 0000 0000 in K_Test9/Room0 ACTR/036
  MkieK 00000010 0000 0000 in K_Test9/Room0 ACTR/037
  MkieK 00000010 0000 0000 in K_Test9/Room0 ACTR/038
  MkieK 00000010 0000 0000 in K_Test9/Room0 ACTR/039
  MkieK 00000010 0000 0000 in K_Test9/Room0 ACTR/03A
  MkieK 00000010 0000 0000 in K_Test9/Room0 ACTR/03B
  MkieK 00000010 0000 0000 in K_Test9/Room0 ACTR/03C
  MkieK 00000010 0000 0000 in K_Test9/Room0 ACTR/03D
   Ekao 737F123F 0000 00FF in K_Test9/Room0 ACTR/03E
   Rflw FFFFFFFF 0000 0000 in K_Test9/Room0 ACTR/03F
   Rflw FFFFFFFF 0000 0000 in K_Test9/Room0 ACTR/040
ootubo1 717F3F16 0000 00FF in K_Test9/Room0 ACTR/041
 kotubo 707F3F16 0000 00FF in K_Test9/Room0 ACTR/042
 kotubo 707F3F16 0000 00FF in K_Test9/Room0 ACTR/043
Kbota_B 010013FF 0000 0000 in K_Test9/Room0 ACTR/044
Kbota_B 010014FF 0000 0000 in K_Test9/Room0 ACTR/045
WindTag 1300FF00 0000 0000 in K_Test9/Room0 SCOB/000
WindTag 1480FF00 0000 0000 in K_Test9/Room0 SCOB/001
  LTag0 00FF3F00 0000 0000 in K_Test9/Room0 SCOB/002
  LTag1 00FF3F01 0000 0000 in K_Test9/Room0 SCOB/003
bonbori 05FFFF83 0000 0000 in K_Test9/Room0 SCOB/004
bonbori 06FFFF83 0000 0000 in K_Test9/Room0 SCOB/005
bonbori 07FFFF83 0000 0000 in K_Test9/Room0 SCOB/006
bonbori 08FFFF83 0000 0000 in K_Test9/Room0 SCOB/007
bonbori 09FFFF83 0000 0000 in K_Test9/Room0 SCOB/008
bonbori 0AFFFF83 0000 0000 in K_Test9/Room0 SCOB/009
bonbori 0BFFFF83 0000 0000 in K_Test9/Room0 SCOB/00A
bonbori 0DFFFF83 0000 0000 in K_Test9/Room0 SCOB/00B
  LTag0 00FF3F00 0000 0000 in K_Test9/Room0 SCOB/00C
  LTag1 00FF3F01 0000 0000 in K_Test9/Room0 SCOB/00D
takaraM FFA01000 0000 03FF in K_Testa/Stage TRES/000
  Hyuf2 10030000 0000 0001 in K_Testa/Room0 ACTR/000
  Hyuf1 08030202 0000 0003 in K_Testa/Room0 ACTR/001
Kbota_B 010000FF 0000 0000 in K_Testa/Room0 ACTR/002
Kbota_B 010002FF 0000 0000 in K_Testa/Room0 ACTR/003
 Gkai00 00000005 0000 0000 in K_Testa/Room0 ACTR/004
MhmrSW0 000305FF 0000 0000 in K_Testa/Room0 ACTR/005
  Hdai1 000000FF 0000 0000 in K_Testa/Room0 ACTR/006
 Ebrock 727FFF3F 0000 00FF in K_Testa/Room0 ACTR/007
Ebrock2 747FFF3F 0000 00FF in K_Testa/Room0 ACTR/008
   Ppos 00010321 0000 0000 in K_Testa/Room0 ACTR/009
   Ppos 00010321 0000 0000 in K_Testa/Room0 ACTR/00A
 LTagR0 00013C02 0000 0000 in K_Testa/Room0 ACTR/00B
  MtryB 0000FF00 0000 0000 in K_Testa/Room0 ACTR/00C
  Vdora FFFFFFFF 0000 0000 in K_Testa/Room0 ACTR/00D
  Hami4 0000000B 0000 0000 in K_Testa/Room0 ACTR/00E
  Hbrf1 00FF010A 0000 0000 in K_Testa/Room0 ACTR/00F
Kbota_B 01000BFF 0000 0000 in K_Testa/Room0 ACTR/010
Kbota_B 01000AFF 0000 0000 in K_Testa/Room0 ACTR/011
  moZOU 00000000 0000 0000 in K_Testa/Room0 ACTR/012
  moZOU 00000001 0000 0000 in K_Testa/Room0 ACTR/013
  Ecube 8C00FF00 0000 FFFF in K_Testa/Room0 ACTR/014
  Ecube 8C00FF00 0000 FFFF in K_Testa/Room0 ACTR/015
  Hbrf1 00FF000C 0000 0000 in K_Testa/Room0 ACTR/016
Kbota_B 01000CFF 0000 0000 in K_Testa/Room0 ACTR/017
  Kmi02 7D7F3F3F 0000 00FF in K_Testa/Room0 ACTR/018
    Kui FFFF0400 0000 0000 in K_Testa/Room0 ACTR/019
    Kui FFFF0400 0000 0000 in K_Testa/Room0 ACTR/01A
    Kui FFFF0400 0000 0000 in K_Testa/Room0 ACTR/01B
    Kui 01F5FF02 0000 0000 in K_Testa/Room0 ACTR/01C
    Kui FFFF0400 0000 0000 in K_Testa/Room0 ACTR/01D
    Kui FFFF0400 0000 0000 in K_Testa/Room0 ACTR/01E
    Kui FFFF0400 0000 0000 in K_Testa/Room0 ACTR/01F
  Esekh 0000FF00 0000 0000 in K_Testa/Room0 ACTR/020
 kotubo 707F003F 0000 00E0 in K_Testa/Room0 ACTR/021
   item 03FFFF01 0000 0000 in K_Testa/Room0 ACTR/022
   item 03FFFF01 0000 0000 in K_Testa/Room0 ACTR/023
 Htobi2 0000010E 0000 0000 in K_Testa/Room0 ACTR/024
  Hhyu1 000000EA 0000 0000 in K_Testa/Room0 ACTR/025
 Hjump1 8700FF00 0000 FFFF in K_Testa/Room0 ACTR/026
  VmcBS FFFFFFFF 0000 0000 in K_Testa/Room0 ACTR/027
Kbota_B 01000EFF 0000 0000 in K_Testa/Room0 ACTR/028
  Kmi02 7D7F3F3F 0000 00FF in K_Testa/Room0 ACTR/029
   Ekao 737FE83F 0000 00FF in K_Testa/Room0 ACTR/02A
 Esekh2 0000FF01 0000 0000 in K_Testa/Room0 ACTR/02B
   Piwa 00020321 0000 0000 in K_Testa/Room0 ACTR/02C
  Hbox1 8600FF00 0000 FFFF in K_Testa/Room0 ACTR/02D
 Hjump2 00000000 0000 0000 in K_Testa/Room0 ACTR/02E
  MpwrB 8300FF00 0000 FFFF in K_Testa/Room0 ACTR/02F
 Htobi2 0000010E 4000 0000 in K_Testa/Room0 ACTR/030
 Htobi2 0000010E 2000 0000 in K_Testa/Room0 ACTR/031
    Cb1 FFFFFFFF 0000 0000 in K_Testa/Room0 ACTR/032
bonbori 01FFFF83 0000 0000 in K_Testa/Room0 SCOB/000
bonbori 03FFFF83 0000 0000 in K_Testa/Room0 SCOB/001
  LTag1 00FFFFFD 0000 0000 in K_Testa/Room0 SCOB/002
 SWat00 0000E0FF 0000 0000 in K_Testa/Room0 SCOB/003
 ITat00 001002FF 0000 0000 in K_Testa/Room0 SCOB/004
WindTag E89FFF00 0000 000F in K_Testa/Room0 SCOB/005
bonbori EAFFFFFF 0000 0000 in K_Testa/Room0 SCOB/006
    Uo1 00FF00FF 0000 0000 in K_Testb/Room0 ACTR/000
    Uo2 00FF00FF 0000 0000 in K_Testb/Room0 ACTR/001
    Uo3 00FF00FF 0000 0000 in K_Testb/Room0 ACTR/002
    Ub1 00FF00FF 0000 0000 in K_Testb/Room0 ACTR/003
    Ub2 00FF00FF 0000 0000 in K_Testb/Room0 ACTR/004
